,No.,Is retweet?,Tweet ID,Post Date,User Display Name,User ID,User Info,User Location,Tweet Content,Number of Quotes,Number of Replies,Number of Likes,Number of Retweets,Raw link 1,Solved link 1,Raw link 2,Solved link 2,Raw link 3,Solved link 3,Raw link 4,Solved link 4,Raw link 5,Solved link 5,proccessed_tweet
823,824,Yes,1281270333895401472,Thu Jul 09 16:53:47 +0000 2020,Lana Chapman,lanalight47,,USA,"NEXT BIG MEDIA HIT AGAINST BIG PHARMA

Brazil's President Jair Bolsonaro says he's taking hydroxychloroquine for his Coronavirus.

He takes his 3rd dose and he is feeling very well.

Hydroxychloroquine works. 
No vaccination is required. https://t.co/5qeBzooLDH",0,0,0,0,,,,,,,,,,,next big media hit against big pharma brazil's president jair bolsonaro says he's taking hydroxychloroquine for his coronavirus. he takes his 3rd dose and he is feeling very well. hydroxychloroquine works. no vaccines is required.
824,825,Yes,1281270338223919104,Thu Jul 09 16:53:48 +0000 2020,Gajendra Singh,GajendraSwamy39,"A Hindu, freelancer IT Professional, Dreamer and last but not least a big fan of @swamy39",,"I wish Mor0nika and Baingan would unblock me, at least just until vaccine for #Covid is unveiled. Running out of entertainment options!",0,0,0,0,,,,,,,,,,,"i wish mor0nika and baingan would unblock me, at least just until vaccines for is unveiled. running out of enteainment options!"
825,826,Yes,1281270351167660039,Thu Jul 09 16:53:51 +0000 2020,Emily,REALITYofJNJ,"susp @JNTNews w/ 1,500 followers Mar 2012 to Mar 2018. #censored #vaxx #vaccine #levaquin #risperdal #xarelto #siteHacked #coronavirus #COVID19 #biowar #pharma",Earth,"So the time for coronavirus statecraft and education is now, before the vaccine arrives:

➡️Develop multilateral vaccine solutions
➡️Have the debate about who has priority
➡️Teach people to distinguish between facts and fake news https://t.co/VUxXSeizjC https://t.co/DF8fajeQXE",0,0,0,0,,,,,,,,,,,"so the time for coronavirus statecraft and education is now, before the vaccines arrives: develop multilateral vaccines solutions have the debate about who has priority teach people to distinguish between facts and fake news"
826,827,Yes,1281270353298259968,Thu Jul 09 16:53:51 +0000 2020,Leah Acosta,Enigma1923,Mom homeschooling a brilliant Jr. Scientist. Resisting for political climate change BACK to #ProScience for his sake.,"New Mexico, USA","Prediction: Trump will announce a vaccine in October. And he'll expect us to be grateful for the millions he will have killed by then.

PS The vaccine will be found, on Nov 4, not to work.",0,0,0,0,,,,,,,,,,,"prediction: trump will announce a vaccines in october. and he'll expect us to be grateful for the millions he will have killed by then. ps the vaccines will be found, on nov 4, not to work."
827,828,Yes,1281270366921388032,Thu Jul 09 16:53:54 +0000 2020,becky39bec,becky39bec,What’s up,,The demons running this world can't cure the common cold. There is a vaccine for the flu but it doesn't work and it's extremely poisonous. Now they want to convince you that there's no going back to normal until a corona vaccine is coercively injected into you? What a mind job!,0,0,0,0,,,,,,,,,,,the demons running this world can't cure the common cold. there is a vaccines for the flu but it doesn't work and it's extremely poisonous. now they want to convince you that there's no going back to normal until a corona vaccines is coercively injected into you? what a mind job!
828,829,Yes,1281270228345913345,Thu Jul 09 16:53:21 +0000 2020,South Shore Chamber,SSChamber,The SSCC is the most dynamic business organization on the South Shore and the premier business advocacy organization in Massachusetts today.,"South Shore, Massachusetts","Did you know? According to @MassBio, 85 companies in Massachusetts are working on tests, treatments and vaccines related to #COVID19 https://t.co/3t1Y1AsqCq",0,0,0,0,,,,,,,,,,,"did you know? according to 85 companies in massachusetts are working on tests, treatments and vaccines related to"
829,830,No,1281270302169878528,Thu Jul 09 16:53:39 +0000 2020,PRASHANT KUMAR,Pks_sait,,BANGALORE,@narendramodi honourable pm I would like to ask is lockdown is vaccine or medicine for corona? Am I living in a republic country?,0,0,0,0,,,,,,,,,,,honourable pm i would like to ask is lockdown is vaccines or medicine for corona? am i living in a republic country?
830,831,Yes,1281270333895401472,Thu Jul 09 16:53:47 +0000 2020,Lana Chapman,lanalight47,,USA,"NEXT BIG MEDIA HIT AGAINST BIG PHARMA

Brazil's President Jair Bolsonaro says he's taking hydroxychloroquine for his Coronavirus.

He takes his 3rd dose and he is feeling very well.

Hydroxychloroquine works. 
No vaccination is required. https://t.co/5qeBzooLDH",0,0,0,0,,,,,,,,,,,next big media hit against big pharma brazil's president jair bolsonaro says he's taking hydroxychloroquine for his coronavirus. he takes his 3rd dose and he is feeling very well. hydroxychloroquine works. no vaccines is required.
831,832,Yes,1281270323648892928,Thu Jul 09 16:53:44 +0000 2020,Emily,REALITYofJNJ,"susp @JNTNews w/ 1,500 followers Mar 2012 to Mar 2018. #censored #vaxx #vaccine #levaquin #risperdal #xarelto #siteHacked #coronavirus #COVID19 #biowar #pharma",Earth,"Conspiracy theories have already led to anti-vaxxers refusing to get shots against measles, compromising herd immunity and causing new outbreaks.

The same could happen with a coronavirus vaccine https://t.co/VUxXSeizjC https://t.co/NTS7L6ThHI",0,0,0,0,,,,,,,,,,,"conspiracy theories have already led to anti-vaxxers refusing to get shots against measles, compromising herd immunity and causing new outbreaks. the same could happen with a coronavirus vaccines"
832,833,Yes,1281270437348093955,Thu Jul 09 16:54:11 +0000 2020,Alexandra Edwards,ladywinga1,"My dream is of a place and a time where America will once again be seen as the last best hope of earth. $$$ Abraham Lincoln $$$  MR. TRUMP, THX FOR SAVING AMERICA!","Oviedo, FL","NEXT BIG MEDIA HIT AGAINST BIG PHARMA

Brazil's President Jair Bolsonaro says he's taking hydroxychloroquine for his Coronavirus.

He takes his 3rd dose and he is feeling very well.

Hydroxychloroquine works. 
No vaccination is required. https://t.co/5qeBzooLDH",0,0,0,0,,,,,,,,,,,next big media hit against big pharma brazil's president jair bolsonaro says he's taking hydroxychloroquine for his coronavirus. he takes his 3rd dose and he is feeling very well. hydroxychloroquine works. no vaccines is required.
833,834,Yes,1281270338223919104,Thu Jul 09 16:53:48 +0000 2020,Gajendra Singh,GajendraSwamy39,"A Hindu, freelancer IT Professional, Dreamer and last but not least a big fan of @swamy39",,"I wish Mor0nika and Baingan would unblock me, at least just until vaccine for #Covid is unveiled. Running out of entertainment options!",0,0,0,0,,,,,,,,,,,"i wish mor0nika and baingan would unblock me, at least just until vaccines for is unveiled. running out of enteainment options!"
834,835,Yes,1281270326031245318,Thu Jul 09 16:53:45 +0000 2020,KODIAKT2,KODST2,WAKE THE HELL UP AMERICA #Q WWG1WGA #BACK THE BLUE #KAG ABORTION IS MURDER #OUAA OPENING UP AMERICA AGAIN,,BILL FUCKING GATES AGAIN!Novavax starts Phase 1 coronavirus vaccine trial after $388M from Bill Gates-backed group | Fox Business https://t.co/KB1NByoHi0,0,0,0,0,,,,,,,,,,,bill fucking gates again!novavax stas phase 1 coronavirus vaccines trial after $388m from bill gates-backed group | fox business
835,836,Yes,1281270353298259968,Thu Jul 09 16:53:51 +0000 2020,Leah Acosta,Enigma1923,Mom homeschooling a brilliant Jr. Scientist. Resisting for political climate change BACK to #ProScience for his sake.,"New Mexico, USA","Prediction: Trump will announce a vaccine in October. And he'll expect us to be grateful for the millions he will have killed by then.

PS The vaccine will be found, on Nov 4, not to work.",0,0,0,0,,,,,,,,,,,"prediction: trump will announce a vaccines in october. and he'll expect us to be grateful for the millions he will have killed by then. ps the vaccines will be found, on nov 4, not to work."
836,837,No,1281270369937227777,Thu Jul 09 16:53:55 +0000 2020,adeniyi abiola frede,abhola_fred,EHS Engineer.,Dubai...,First COVID-19 vaccine approval: How and when https://t.co/uhgs3Tje1c,0,0,0,0,https://t.co/uhgs3Tje1c,https://gn24.ae/a2317ae5bf5f000,,,,,,,,,first covid-19 vaccines approval: how and when
837,838,Yes,1281270391621779456,Thu Jul 09 16:54:00 +0000 2020,Kigogo TAASISI.2014🇰🇪,Kigogo2041,***Speaking truth to those in POWER fearlessly ** KEEP ATTACKING 🔥✌✌,Back and forth to the Earth.,"Africa may have COVID-19 vaccine by early 2021: South Africa trial lead
https://t.co/1gO4PoUsiY",0,0,0,0,https://t.co/1gO4PoUsiY,https://bit.ly/2ZSQ2Wb,,,,,,,,,africa may have covid-19 vaccines by early 2021: south africa trial lead
838,839,No,1281270408940003329,Thu Jul 09 16:54:05 +0000 2020,Patriot_,Ravens_Thunder,"Artist, poet, author, veteran, husband, father, inventor, quality guy.  I've been published twice, a decade apart each time.  Red blooded American!",,"@StorySlug @TomiLahren Tell me again how many people get the flu after getting the vaccine......
So, by YOUR ""logic""; getting a flu vaccine should eliminate flu deaths....
Nope, try again. It only mitigates it. The same for covid. Just let us develope an immunity to it already. It's less lethal anyway.",0,0,0,0,https://t.co/M66ztejNw2,https://twitter.com/i/web/status/1281270408940003329,,,,,,,,,"tell me again how many people get the flu after getting the vaccines so, by your ""logic""; getting a flu vaccines should eliminate flu deaths.... nope, try again. it only mitigates it. the same for covid. just let us develope an immunity to it already. it's less lethal anyway."
839,840,Yes,1281270390250188808,Thu Jul 09 16:54:00 +0000 2020,Kyle Moody™,KyleMoody90,Huge London #Knights fan and fanatic! OHL and Team Canada and adult colouring books... that's my life,"Ontario, Canada","London researchers getting closer to human trials for COVID-19 vaccine, what the federal 'fiscal snapshot' means for Canadians, and the Supreme Court rules against Donald Trump. It's the Craig Needles Podcast. https://t.co/NFVLkSXh6i",0,0,0,0,,,,,,,,,,,"london researchers getting closer to human trials for covid-19 vaccines what the federal 'fiscal snapshot' means for canadians, and the supreme cou rules against donald trump. it's the craig needles podcast."
840,841,Yes,1281270412823928832,Thu Jul 09 16:54:05 +0000 2020,George Raukar,Raukar7,"“When the going gets weird, the weird turn pro”","Providence, RI","Even with a flu vaccine, the flu is still more dangerous to children than COVID. Yet the people insisting that we keep schools closed for COVID never suggested that for the flu. The idea was never raised by any of these people. Thats why it's impossible to take them seriously now",0,0,0,0,,,,,,,,,,,even with a flu vaccines the flu is still more dangerous to children than covid. yet the people insisting that we keep schools closed for covid never suggested that for the flu. the idea was never raised by any of these people. thats why it's impossible to take them seriously now
841,842,Yes,1281270402866655234,Thu Jul 09 16:54:03 +0000 2020,Alifromfl #BUILDTHEWALL #OPERATIONLANDSLIDE,alifromfl,Was alifromnm twitter account locked up 4 a 3 yr old tweet.  will not delete so starting over.  Cant stand idiots I block. Build the wall! POTUS! Voter ID!,NW Florida,"NEXT BIG MEDIA HIT AGAINST BIG PHARMA

Brazil's President Jair Bolsonaro says he's taking hydroxychloroquine for his Coronavirus.

He takes his 3rd dose and he is feeling very well.

Hydroxychloroquine works. 
No vaccination is required. https://t.co/5qeBzooLDH",0,0,0,0,,,,,,,,,,,next big media hit against big pharma brazil's president jair bolsonaro says he's taking hydroxychloroquine for his coronavirus. he takes his 3rd dose and he is feeling very well. hydroxychloroquine works. no vaccines is required.
842,843,Yes,1281270429781569540,Thu Jul 09 16:54:09 +0000 2020,Mudphish,mudphish,"My oath does not expire.  $$$ I was Mudfish but you know what happened. I was Jacked. $$$ I follow back, just not Libtards.",Garage most of the time.,"NEXT BIG MEDIA HIT AGAINST BIG PHARMA

Brazil's President Jair Bolsonaro says he's taking hydroxychloroquine for his Coronavirus.

He takes his 3rd dose and he is feeling very well.

Hydroxychloroquine works. 
No vaccination is required. https://t.co/5qeBzooLDH",0,0,0,0,,,,,,,,,,,next big media hit against big pharma brazil's president jair bolsonaro says he's taking hydroxychloroquine for his coronavirus. he takes his 3rd dose and he is feeling very well. hydroxychloroquine works. no vaccines is required.
843,844,Yes,1281270656605261831,Thu Jul 09 16:55:04 +0000 2020,Bare Politics,barelypolitix,Finest Conservative Tweets 🇺🇸 Love Israel 🇮🇱 Twitter Isn’t Real ☃️ “You will always be my last page because all happy endings take place there”🍷,,More New Yorkers died from gunshot wounds than from Coronavirus this past week 💀,0,0,0,0,,,,,,,,,,,more new yorkers died from gunshot wounds than from coronavirus this past week
844,845,Yes,1281270667715936256,Thu Jul 09 16:55:06 +0000 2020,Grey Highlands Economic Development,EcDevGH,,"Grey Highlands, Ontario","Yesterday, we published the Economic and Fiscal Snapshot, an outline of Canada’s #EconomicResponse to #COVID19: https://t.co/wkQKklwWJV https://t.co/ysAGHPJPEP",0,0,0,0,,,,,,,,,,,"yesterday, we published the economic and fiscal snapshot, an outline of canadas to"
845,846,Yes,1281270685650743300,Thu Jul 09 16:55:10 +0000 2020,timethief,timethief,"A usually polite (INFJ) married left of centre Canadian anti-fascist, anti-racist, pro-science, pro-choice #bcpoli #cdnpoli #environment #science  noDMs","Salish Sea, B.C.",How has the #coronavirus impacted state budgets and what’s the latest on the search for a vaccine? Explore our special report in Trust magazine. https://t.co/O0k3HPLi2I,0,0,0,0,,,,,,,,,,,how has the impacted state budgets and whats the latest on the search for a vaccines explore our special repo in trust magazine.
846,847,No,1281270687039184897,Thu Jul 09 16:55:11 +0000 2020,Michael Scott,RealScottMickey,Most logical person on twitter.,"Scranton, PA",@paul5709 @127stephanie___ @TomiLahren Cancer isn’t contagious. The flu has a vaccine. Now ask me if covid has a vaccine,0,0,0,0,,,,,,,,,,,cancer isnt contagious. the flu has a vaccines now ask me if covid has a vaccines
847,848,Yes,1281270690516045826,Thu Jul 09 16:55:12 +0000 2020,Brandon Sidhu,brandonsidhuuu_,@LFC,,the US thinking about banning tiktok when they haven’t even made a covid 19 vaccine is beyond me,0,0,0,0,,,,,,,,,,,the us thinking about banning tiktok when they havent even made a covid 19 vaccines is beyond me
848,849,No,1281270692558880775,Thu Jul 09 16:55:12 +0000 2020,O. N.,OmerN2,واعتصموا بحبل الله جميعا ولا تفرقوا.,,"@MohammedAjram3 https://t.co/qDLvMqlbGo get Oyxgen at your home.
#coronavirus 
#CoronavirusIndia #coronavaccine @oxygen @oxyGENIndiana @CovidIndiaSeva @WeIndiasMuslims @IndiasMuslims @INCIndia @IndianUmmah @Captain3713 @friendsofrss @BollywoodGandu @TVSanjeev @indiangroups1",0,0,0,0,https://t.co/qDLvMqlbGo,https://amzn.to/3e7WwFO,https://t.co/v1PxRh2R9G,https://twitter.com/i/web/status/1281270692558880775,,,,,,,get oyxgen at your home.
849,850,No,1281270697088520192,Thu Jul 09 16:55:13 +0000 2020,Victoria Morgan,origamicrab,"#BlackandSTEM PhD candidate in Pop Bio@UCD studying land crabs & genomics of terrestriality. Cornell alum, #NSFGRFP, 🇯🇵 self-learner, T1D, traveler, )'( 🦀🏝","Davis, CA","My thoughts exactly. As a Black woman with underlying conditions, I love the idea of potentially being 1st in line for a vaccine b/c of my increased risk, but given the US’s history (e.g. the unconscionable Tuskegee experiment), I understand why this might come off the wrong way",0,0,0,0,https://t.co/o3H89WLL1c,https://twitter.com/i/web/status/1281270697088520192,,,,,,,,,"my thoughts exactly. as a black woman with underlying conditions, i love the idea of potentially being 1st in line for a vaccines b/c of my increased risk, but given the uss history (e.g. the unconscionable tuskegee experiment), i understand why this might come off the wrong way"
850,851,Yes,1281270718341287938,Thu Jul 09 16:55:18 +0000 2020,Barbara R,BarbIllinois10,"Liberal.  #NotMyPresident, broths on #DailyKos,  #TheResistanceParty #shepersisted, NO Lists!🐶🐶","Illinois, USA","A coronavirus vaccine isn't likely for at least another year, says Merck CEO Ken Frazier https://t.co/Cenjr5HbJN https://t.co/lkGn54Tm0O",0,0,0,0,https://t.co/Cenjr5HbJN,https://trib.al/B0MWMsB,,,,,,,,,"a coronavirus vaccines isn't likely for at least another year, says merck ceo ken frazier"
851,852,Yes,1281270726729793537,Thu Jul 09 16:55:20 +0000 2020,🦔🦔🦔,rileyy_myerss,what i lack in tit i make up in wit (she/her),,"PSA: two trans girls in need of funds for rent &amp; groceries, as they are still out of work due to COVID. You can send funds to cashapp: $beyoncye 
or Venmo: moni_torrison. I can screenshot &amp; send  receipts for transparency 💛 thank you in advance :) pls share",0,0,0,0,,,,,,,,,,,"psa: two trans girls in need of funds for rent &amp; groceries, as they are still out of work due to covid. you can send funds to cashapp: $beyoncye or venmo: moni_torrison. i can screenshot &amp; send receipts for transparency thank you in advance :) pls share"
852,853,Yes,1281270730747867136,Thu Jul 09 16:55:21 +0000 2020,Brandon Sidhu,brandonsidhuuu_,@LFC,,"For most people, a vaccine against the coronavirus can’t come soon enough. So it’s encouraging that there are:

💉100 vaccine candidates in 12 countries
💉8 already in clinical trials

Yet there’s still a danger humanity will fail to control Covid-19 https://t.co/ov3nf4Faxy",0,0,0,0,,,,,,,,,,,"for most people, a vaccines against the coronavirus cant come soon enough. so its encouraging that there are: 100 vaccines candidates in 12 countries 8 already in clinical trials yet theres still a danger humanity will fail to control covid-19"
853,854,Yes,1281270753548275717,Thu Jul 09 16:55:27 +0000 2020,blake💫,PlsBlake,could you describe the ruckus?,"Louisville, Louisville","Kanye West reveals 2020 election strategy:
• Has dumped Trump
• Will run as part of “Birthday Party” because when he wins, it’ll be your birthday 
• Reveals he’s never voted before
• Reveals he had coronavirus in February, is anti-vaccine
• Will run White House like Wakanda https://t.co/o1ZUiU4pqa",0,0,0,0,,,,,,,,,,,"kanye west reveals 2020 election strategy: has dumped trump will run as pa of bihday pay because when he wins, itll be your bihday reveals hes never voted before reveals he had coronavirus in february, is vaccines will run white house like wakanda"
854,855,Yes,1281270769255952387,Thu Jul 09 16:55:30 +0000 2020,M Frye,mafrye62,God Bless the USA 🇺🇸,,More New Yorkers died from gunshot wounds than from Coronavirus this past week 💀,0,0,0,0,,,,,,,,,,,more new yorkers died from gunshot wounds than from coronavirus this past week
855,856,No,1281270778923606019,Thu Jul 09 16:55:33 +0000 2020,Chay Hofileña,chayhofilena,"Journalist. Investigative Desk Editor, @rapplerdotcom. Subscribe to my weekly newsletter: http://eepurl.com/dCjTKv",Republic of the Philippines,Searching for a coronavirus vaccine: What PH clinical trials will look like BY @sofiatomacruz  https://t.co/CW2hrgxoIO via @rapplerdotcom,0,0,0,0,https://t.co/CW2hrgxoIO,http://www.rappler.com/newsbreak/iq/266140-things-to-know-coronavirus-vaccine-trials-philippines,,,,,,,,,searching for a coronavirus vaccines what ph clinical trials will look like by via
856,857,Yes,1281270807663120384,Thu Jul 09 16:55:40 +0000 2020,Dino A. Dai Zovi,dinodaizovi,"Personal account. Security @CashApp ($ddz), @Square. Prev: Co-founder/CTO @Capsule8, @TrailofBits. “The Mac Hacker’s Handbook,” “iOS Hacker’s Handbook.” he/him","Brooklyn, New York","Serious neurological conditions are occurring in some people with #COVID19, even in those with apparently mild symptoms. The case vignettes in this study make grim reading. Some will never recover.

➡️ https://t.co/Krv2iqZXoC

Herd immunity (without a vaccine) is unconscionable. https://t.co/cdWgoITmDf",0,0,0,0,,,,,,,,,,,serious neurological conditions are occurring in some people with even in those with apparently mild symptoms. the case vignettes in this study make grim reading. some will never recover. herd immunity (without a vaccines is unconscionable.
857,858,Yes,1281270840256983041,Thu Jul 09 16:55:47 +0000 2020,🌛ACAB🌜,SoyLaLunita,🇲🇽🤟🏽🐌🏳️‍🌈 She/They,"Boyle Heights/Santa Cruz, CA ","PSA: two trans girls in need of funds for rent &amp; groceries, as they are still out of work due to COVID. You can send funds to cashapp: $beyoncye 
or Venmo: moni_torrison. I can screenshot &amp; send  receipts for transparency 💛 thank you in advance :) pls share",0,0,0,0,,,,,,,,,,,"psa: two trans girls in need of funds for rent &amp; groceries, as they are still out of work due to covid. you can send funds to cashapp: $beyoncye or venmo: moni_torrison. i can screenshot &amp; send receipts for transparency thank you in advance :) pls share"
858,859,Yes,1281270846003257346,Thu Jul 09 16:55:49 +0000 2020,Chama Cha Afya ya Jamii Tanzania (TPHA),AfyayaJamiiTz,"Promoting Health and Preventing Disease in Tanzania, through advocacy for sound public health policies and practices and for healthy lifestyles.","Dar es Salaam, Tanzania",COVID-19 vaccine trial in South Africa: everything you need to know https://t.co/Taorm8Tpna via @TC_Africa,0,0,0,0,https://t.co/Taorm8Tpna,https://theconversation.com/covid-19-vaccine-trial-in-south-africa-everything-you-need-to-know-142305?utm_source=twitter&utm_medium=bylinetwitterbutton,,,,,,,,,covid-19 vaccines trial in south africa: everything you need to know via
859,860,Yes,1281270909236654092,Thu Jul 09 16:56:04 +0000 2020,ISABELLA,ISABEL7830,Constant pursuit of happiness :),"Palmetto Estates, FL","Even with a flu vaccine, the flu is still more dangerous to children than COVID. Yet the people insisting that we keep schools closed for COVID never suggested that for the flu. The idea was never raised by any of these people. Thats why it's impossible to take them seriously now",0,0,0,0,,,,,,,,,,,even with a flu vaccines the flu is still more dangerous to children than covid. yet the people insisting that we keep schools closed for covid never suggested that for the flu. the idea was never raised by any of these people. thats why it's impossible to take them seriously now
860,861,Yes,1281270910905974793,Thu Jul 09 16:56:04 +0000 2020,regina,regg1e1,God loves us all the time! StMichael the archangel defend us in battle.. momof7 wife49y .. love God w/my whole heart soul being! #WWG1WGA #MAGA #DigitalSoldier,,"A global vaccine with no pre-human trials or peer reviewed studies, giving full immunity to the companies that make it (deaths result is a real possibility) &amp; to top it off, an RFID tracer on every dose.
Gee, what could go wrong with that?

https://t.co/VSzEbpXYyO

#COVID19",0,0,0,0,,,,,,,,,,,"a global vaccines with no pre-human trials or peer reviewed studies, giving full immunity to the companies that make it (deaths result is a real possibility) &amp; to top it off, an rfid tracer on every dose. gee, what could go wrong with that?"
861,862,No,1281270912013172736,Thu Jul 09 16:56:04 +0000 2020,Stinky Linky,StinkyLinky8,,,"@StorySlug @TomiLahren Lol at this delusional geek thinking they will even be able to make a corona virus vaccine when they’ve always failed in the past. Also, the virus mutates fast. So delusional hiding away and hoping for vaccine to “save” humanity",0,0,0,0,https://t.co/wUO7lb3Na2,https://twitter.com/i/web/status/1281270912013172736,,,,,,,,,"lol at this delusional geek thinking they will even be able to make a corona virus vaccines when theyve always failed in the past. also, the virus mutates fast. so delusional hiding away and hoping for vaccines to save humanity"
862,863,No,1281270930006667266,Thu Jul 09 16:56:09 +0000 2020,Divyajit Chowdhury,MasteDChowdhury,ज़मीर बेइंतहा इंकलाबी हैं... $$$ Inquilab Zindabad!,,"-Let's believe the hypothesis that India will come out with the #COVID vaccine by the 15th of August and the world would celebrate. But what about VACCINATION? It may take decades! The history is evidence.

-Although we all hope that MAGIC succeeds!

https://t.co/cRu2FMQqyl

2/n",0,0,0,0,https://t.co/FZzvwhyysL,https://twitter.com/i/web/status/1281270930006667266,https://t.co/cRu2FMQqyl,https://www.youtube.com/watch?v=vt2tcaeQXI0,,,,,,,-let's believe the hypothesis that india will come out with the vaccines by the 15th of august and the world would celebrate. but what about vaccines it may take decades! the history is evidence. -although we all hope that magic succeeds! 2/n
863,864,No,1281270954161836032,Thu Jul 09 16:56:14 +0000 2020,PulpNews Crime,PulpNews,The Fastest Crime News Updates on the Planet!,USA,"Kanye #West talks COVID-19, calls vaccine #'mark of the beast'  - Jul 9 @ 12:55 PM ET https://t.co/ryNyz6jduW",0,0,0,0,https://t.co/ryNyz6jduW,https://oddcrimes.com/static/2020/07/09/Kanye-West-talks-COVID-19-calls-vaccine-mark-of-the-beast.php,,,,,,,,,"kanye talks covid-19, calls vaccines of the beast' - jul 9 @ 12:55 pm et"
864,865,No,1281270987527503877,Thu Jul 09 16:56:22 +0000 2020,Rich.,yegods55,,"England, United Kingdom",@b1_moore @IndependentSage That of course is your choice. Many who are at risk in the work place etc will make a choice on possible Covid19 infection against vaccination side effects. I'll be one of the majority which will choose the latter.,0,0,0,0,https://t.co/01UZfaQPWO,https://twitter.com/i/web/status/1281270987527503877,,,,,,,,,that of course is your choice. many who are at risk in the work place etc will make a choice on possible covid19 infection against vaccines side effects. i'll be one of the majority which will choose the latter.
865,866,No,1281270995060355072,Thu Jul 09 16:56:24 +0000 2020,Christina_Pansy,christina_pansy,The Life & Teachings of Jesus as told by Celestial Beings who were there:  https://www.urantia.org/urantia-book-standardized/paper-141-beginning-public-work,Berkeley,Refuse the vaccine both for yourself and your children.  ☠️🪦💀,0,0,0,0,,,,,,,,,,,refuse the vaccines both for yourself and your children.
866,867,Yes,1281271000433221633,Thu Jul 09 16:56:26 +0000 2020,al stout,ak9stout,"Sickened by all things ""conservative"" - I shall resist my entire life.",,"A coronavirus vaccine isn't likely for at least another year, says Merck CEO Ken Frazier https://t.co/Cenjr5HbJN https://t.co/lkGn54Tm0O",0,0,0,0,https://t.co/Cenjr5HbJN,https://trib.al/B0MWMsB,,,,,,,,,"a coronavirus vaccines isn't likely for at least another year, says merck ceo ken frazier"
867,868,No,1281271000307384320,Thu Jul 09 16:56:25 +0000 2020,LA36,LA36TV,We are a Los Angeles Television station offering a wide range of educational and community programming by and for the people of Southern California!,"Los Angeles, CA","Behind the Scenes with LA36!
•
Hot Set!!! We are back in the studio! Only for a little bit of pick up shots, but it sure feels good to be back in our home base😃 Time to create some TV Magic 🦠 
•
• 
#la36 #lacounty #coronavirus #production #studio #tvmagic #tvproduction #bts https://t.co/pFhx4okRHD",0,0,0,0,https://t.co/dKj6urBQVI,https://twitter.com/i/web/status/1281271000307384320,,,,,,,,,"behind the scenes with la36! hot set!!! we are back in the studio! only for a little bit of pick up shots, but it sure feels good to be back in our home base time to create some tv magic"
868,869,Yes,1281271011925618688,Thu Jul 09 16:56:28 +0000 2020,Praveen Bhardwaj,praveen171590,भारत माता की जय।।,"Mumbai, India","I wish Mor0nika and Baingan would unblock me, at least just until vaccine for #Covid is unveiled. Running out of entertainment options!",0,0,0,0,,,,,,,,,,,"i wish mor0nika and baingan would unblock me, at least just until vaccines for is unveiled. running out of enteainment options!"
869,870,Yes,1281271026173779968,Thu Jul 09 16:56:32 +0000 2020,Andrea Sidweber,ASidweber,TWITTER ACCT FOR TRUMP IMPEACHMENT ONLY/PLEASE NO DMs/IN COMMITTED RELATIONSHIP 18 YRS/ # Resist# #ImpeachTrump# #EqualRights# #ACA#,"Tamarac, Fl","Democrats increasingly worry Trump will push out dangerous COVID-19 vaccine as ‘October surprise’ 
#TrumpLiesAmericansDie  https://t.co/s0TvfxVAxx",0,0,0,0,,,,,,,,,,,democrats increasingly worry trump will push out dangerous covid-19 vaccines as october surprise
870,871,No,1281271028589592576,Thu Jul 09 16:56:32 +0000 2020,Barbara Castor,BarbaraCastor2,,"Oregon, USA",@katiewr31413491 @uTobian I know some patients entering hospital were told they must have a flu shot. A friend had an elective surgery and was under the impression they would not admit her otherwise. Is it possible that some children also received flu shots concurrently with a COVID diagnosis?,0,0,0,0,https://t.co/g2xKDK99v7,https://twitter.com/i/web/status/1281271028589592576,,,,,,,,,i know some patients entering hospital were told they must have a flu shot. a friend had an elective surgery and was under the impression they would not admit her otherwise. is it possible that some children also received flu shots concurrently with a covid diagnosis?
871,872,Yes,1281271029453721601,Thu Jul 09 16:56:32 +0000 2020,Matt,Matt06180566,@Mattpsc   Parler,"Nova Scotia, Canada","@DrLee4America @POTUS Thank you. This is a battle we are all in together, whether people realize it or not. People have been dragged in economically &amp; soon w potential mandatory COVID vaccines.",0,0,0,0,,,,,,,,,,,"thank you. this is a battle we are all in together, whether people realize it or not. people have been dragged in economically &amp; soon w potential mandatory covid vaccines"
872,873,Yes,1281271032519720960,Thu Jul 09 16:56:33 +0000 2020,Firebird,Firebir97520683,Like raw food & Kefir....But bone broth in winter is so good.,,"A global vaccine with no pre-human trials or peer reviewed studies, giving full immunity to the companies that make it (deaths result is a real possibility) &amp; to top it off, an RFID tracer on every dose.
Gee, what could go wrong with that?

https://t.co/VSzEbpXYyO

#COVID19",0,0,0,0,,,,,,,,,,,"a global vaccines with no pre-human trials or peer reviewed studies, giving full immunity to the companies that make it (deaths result is a real possibility) &amp; to top it off, an rfid tracer on every dose. gee, what could go wrong with that?"
873,874,Yes,1281271043294806017,Thu Jul 09 16:56:36 +0000 2020,DEEPAK Ghodadra,DGhodadra,,,India's Corona vaccine by August 15? @sifydotcom cartoon #coronavaccine https://t.co/bt1mxjqbda,0,0,0,0,,,,,,,,,,,india's corona vaccines by august 15? caoon
